"model_name","parent_class_id","parent_id","parent_name","collection_id","collection_name","category_id","category_name","category_rank","child_id","child_name","band_id","timeslice_name","sample_name","_date","period_id","unit_id","unit_name","interval_id","phase_id","phase_name","Production (ton)"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","234","SO2","1","All Periods","Mean","12/31/2052 12:00:00 AM","30","20","ton","30","1","LT Plan","993.108506852499"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2023 12:00:00 AM","1","20","ton","1","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2024 12:00:00 AM","2","20","ton","2","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2025 12:00:00 AM","3","20","ton","3","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2026 12:00:00 AM","4","20","ton","4","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2027 12:00:00 AM","5","20","ton","5","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2028 12:00:00 AM","6","20","ton","6","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2029 12:00:00 AM","7","20","ton","7","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2030 12:00:00 AM","8","20","ton","8","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2031 12:00:00 AM","9","20","ton","9","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2032 12:00:00 AM","10","20","ton","10","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2033 12:00:00 AM","11","20","ton","11","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2034 12:00:00 AM","12","20","ton","12","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2035 12:00:00 AM","13","20","ton","13","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2036 12:00:00 AM","14","20","ton","14","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2037 12:00:00 AM","15","20","ton","15","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2038 12:00:00 AM","16","20","ton","16","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2039 12:00:00 AM","17","20","ton","17","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2040 12:00:00 AM","18","20","ton","18","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2041 12:00:00 AM","19","20","ton","19","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2042 12:00:00 AM","20","20","ton","20","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2043 12:00:00 AM","21","20","ton","21","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2044 12:00:00 AM","22","20","ton","22","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2045 12:00:00 AM","23","20","ton","23","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2046 12:00:00 AM","24","20","ton","24","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2047 12:00:00 AM","25","20","ton","25","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2048 12:00:00 AM","26","20","ton","26","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2049 12:00:00 AM","27","20","ton","27","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2050 12:00:00 AM","28","20","ton","28","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2051 12:00:00 AM","29","20","ton","29","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","117","SO2","2","235","SO2SCAQMD","1","All Periods","Mean","12/31/2052 12:00:00 AM","30","20","ton","30","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2023 12:00:00 AM","1","20","ton","1","1","LT Plan","72505.7001152778"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2024 12:00:00 AM","2","20","ton","2","1","LT Plan","41210.8980064315"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2025 12:00:00 AM","3","20","ton","3","1","LT Plan","21141.7830194987"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2026 12:00:00 AM","4","20","ton","4","1","LT Plan","21504.4639940137"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2027 12:00:00 AM","5","20","ton","5","1","LT Plan","20993.5420693808"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2028 12:00:00 AM","6","20","ton","6","1","LT Plan","21469.6442572937"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2029 12:00:00 AM","7","20","ton","7","1","LT Plan","22307.100956451"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2030 12:00:00 AM","8","20","ton","8","1","LT Plan","21977.2488216472"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2031 12:00:00 AM","9","20","ton","9","1","LT Plan","22729.8697111368"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2032 12:00:00 AM","10","20","ton","10","1","LT Plan","22726.8645973398"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2033 12:00:00 AM","11","20","ton","11","1","LT Plan","23250.5875945753"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2034 12:00:00 AM","12","20","ton","12","1","LT Plan","23684.0188753865"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2035 12:00:00 AM","13","20","ton","13","1","LT Plan","23993.3895116451"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2036 12:00:00 AM","14","20","ton","14","1","LT Plan","24498.2973011896"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2037 12:00:00 AM","15","20","ton","15","1","LT Plan","24947.1246773663"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2038 12:00:00 AM","16","20","ton","16","1","LT Plan","25247.2262923511"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2039 12:00:00 AM","17","20","ton","17","1","LT Plan","25858.9829250782"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2040 12:00:00 AM","18","20","ton","18","1","LT Plan","26320.3868739859"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2041 12:00:00 AM","19","20","ton","19","1","LT Plan","26527.5009550557"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2042 12:00:00 AM","20","20","ton","20","1","LT Plan","27086.5079163052"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2043 12:00:00 AM","21","20","ton","21","1","LT Plan","27364.4477753294"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2044 12:00:00 AM","22","20","ton","22","1","LT Plan","28113.7718632198"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2045 12:00:00 AM","23","20","ton","23","1","LT Plan","28511.316556162"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2046 12:00:00 AM","24","20","ton","24","1","LT Plan","28844.0536415234"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2047 12:00:00 AM","25","20","ton","25","1","LT Plan","29373.6670462469"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2048 12:00:00 AM","26","20","ton","26","1","LT Plan","29944.3905947221"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2049 12:00:00 AM","27","20","ton","27","1","LT Plan","30390.5905679975"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2050 12:00:00 AM","28","20","ton","28","1","LT Plan","1327.88122813388"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2051 12:00:00 AM","29","20","ton","29","1","LT Plan","1229.86861649394"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","236","NOX","1","All Periods","Mean","12/31/2052 12:00:00 AM","30","20","ton","30","1","LT Plan","1360.98734627697"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2023 12:00:00 AM","1","20","ton","1","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2024 12:00:00 AM","2","20","ton","2","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2025 12:00:00 AM","3","20","ton","3","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2026 12:00:00 AM","4","20","ton","4","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2027 12:00:00 AM","5","20","ton","5","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2028 12:00:00 AM","6","20","ton","6","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2029 12:00:00 AM","7","20","ton","7","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2030 12:00:00 AM","8","20","ton","8","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2031 12:00:00 AM","9","20","ton","9","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2032 12:00:00 AM","10","20","ton","10","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2033 12:00:00 AM","11","20","ton","11","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2034 12:00:00 AM","12","20","ton","12","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2035 12:00:00 AM","13","20","ton","13","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2036 12:00:00 AM","14","20","ton","14","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2037 12:00:00 AM","15","20","ton","15","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2038 12:00:00 AM","16","20","ton","16","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2039 12:00:00 AM","17","20","ton","17","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2040 12:00:00 AM","18","20","ton","18","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2041 12:00:00 AM","19","20","ton","19","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2042 12:00:00 AM","20","20","ton","20","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2043 12:00:00 AM","21","20","ton","21","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2044 12:00:00 AM","22","20","ton","22","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2045 12:00:00 AM","23","20","ton","23","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2046 12:00:00 AM","24","20","ton","24","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2047 12:00:00 AM","25","20","ton","25","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2048 12:00:00 AM","26","20","ton","26","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2049 12:00:00 AM","27","20","ton","27","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2050 12:00:00 AM","28","20","ton","28","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2051 12:00:00 AM","29","20","ton","29","1","LT Plan","0"
"RPS_070_SPS_010","1","1","System","108","Emission","118","NOX","3","237","NOxSCAQMD","1","All Periods","Mean","12/31/2052 12:00:00 AM","30","20","ton","30","1","LT Plan","0"
